EXAM-BC;0.5555555555555556;0.4444444444444444;0.2222222222222222;0.1111111111111111;0.4444444444444444;0.5555555555555556;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.4444444444444444;0.1111111111111111;0.1111111111111111;0.3333333333333333;0.3333333333333333;0.5555555555555556;0.2222222222222222;0.1111111111111111;0.4444444444444444
EXAM-WC;0.5555555555555556;0.4444444444444444;0.3333333333333333;0.1111111111111111;0.4444444444444444;0.5555555555555556;0.2222222222222222;0.1111111111111111;0.1111111111111111;0.4444444444444444;0.1111111111111111;0.2222222222222222;0.3333333333333333;0.3333333333333333;0.5555555555555556;0.3333333333333333;0.1111111111111111;0.4444444444444444
EXAM-AVG;0.5555555555555556;0.4444444444444444;0.2777777777777778;0.1111111111111111;0.4444444444444444;0.5555555555555556;0.16666666666666666;0.1111111111111111;0.1111111111111111;0.4444444444444444;0.1111111111111111;0.16666666666666666;0.3333333333333333;0.3333333333333333;0.5555555555555556;0.2777777777777778;0.1111111111111111;0.4444444444444444

OCL5;SrcBooklet.allInstances()->forAll(b | TrgPara.allInstances()->exists(p | p.content = '['.concat(b.id).concat('] Booklet ').concat(b.year) and p.section.title = 'References List'))
;Cohen;Braun-Banquet;Simple Matching;Kulcynski2;Barinel;Arithmetic Mean;Mountford;Zoltar;Ochiai;Phi;Op2;Russel Rao;Baroni-Urbani & Buser;Pierce;Ochiai2;Rogers & Tanimoto;DStar;Tarantula
Article_Title_NoJournal;0.100418410041841;0.45;0.57;0.4557692307692308;0.44999999999999996;0.10043942247332077;0.02120141342756184;7.01132068612265E-5;0.45573271518765;0.10044039219036507;17.64516129032258;0.18;0.5085449326784671;0.29227557411273486;0.2937758525893803;0.3986013986013986;7.534883720930233;0.5613496932515337
TitledEntry_Title_NoArticle;-0.06844741235392321;0.3684210526315789;0.36;0.6329284750337382;0.368421052631579;-0.14365802382620882;0.025735294117647058;5.096808149900249E-4;0.5750080677718349;-0.1928456447821533;34.03225806451613;0.35;0.3899886449025574;1.8269230769230769;0.03292176919704658;0.21951219512195122;19.140625;0.4770949720670391
Article_NoTitle_Journal;0.1109031352363126;0.23076923076923078;0.62;0.38009049773755654;0.5294117647058824;0.12506596306068601;0.021897810218978103;3.374405261072736E-5;0.3495310368212778;0.12935630989958846;8.870967741935484;0.09;0.44799799502192783;0.13164687661331956;0.26033583212593187;0.4492753623188406;2.1315789473684212;0.637630662020906
Article_Title_Journal;0.05041436464088398;0.4069767441860465;0.45;0.652206320810972;0.40697674418604646;0.08149595311191739;0.03000428632661809;5.995643981107604E-4;0.6043472012462243;0.08626654232594912;34.17741935483871;0.35;0.49405881049843015;0.4712328767123288;0.20679113629076057;0.2903225806451613;22.272727272727273;0.5177012609117362
Author;0.012833168805528134;0.3939393939393939;0.4;0.696969696969697;0.3939393939393939;0.031476997578692496;0.03333333333333333;0.3939393939393939;0.6276459144608478;0.08036182459019628;38.03225806451613;0.39;0.429901647193598;0.0;0.0803452689686283;0.25;25.35;0.5041322314049587
Article_NoTitle_NoJournal;0.1109031352363126;0.23076923076923078;0.62;0.38009049773755654;0.5294117647058824;0.12506596306068601;0.021897810218978103;3.374405261072736E-5;0.3495310368212778;0.12935630989958846;8.870967741935484;0.09;0.44799799502192783;0.13164687661331956;0.26033583212593187;0.4492753623188406;2.1315789473684212;0.637630662020906
UntitledEntry;0.5630699088145896;0.6290322580645161;0.77;0.814516129032258;0.6290322580645161;0.6259767687434002;0.08695652173913043;0.6290322580645161;0.793115538912532;0.6259841537622992;38.62903225806452;0.39;0.7711368846428143;0.0;0.6259577138426102;0.6260162601626016;66.1304347826087;0.7261904761904762
Main;0.0;0.39;0.39;0.6950000000000001;0.39;0.0;0.03278688524590164;0.39;0.6244997998398398;0.0;38.016129032258064;0.39;0.39;0.0;0.0;0.2422360248447205;24.934426229508198;0.5
TitledEntry_NoTitle_NoArticle;0.023303632625085675;0.3977272727272727;0.43;0.6475815850815851;0.3977272727272727;0.039592430858806406;0.028937577511368336;5.769538719492092E-4;0.597440149249054;0.042902216740582755;34.145161290322584;0.35;0.47578108874008385;0.5605095541401274;0.17664504177906348;0.27388535031847133;21.49122807017544;0.5080913850547358
EXAM-BC;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.7777777777777778;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111
EXAM-WC;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.3333333333333333;0.1111111111111111;1.0;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111
EXAM-AVG;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.2222222222222222;0.1111111111111111;0.8888888888888888;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111


Summary of the quality of the different techniques according to the EXAM metric

BEST CASE;Cohen-BC;Braun-Banquet-BC;Simple Matching-BC;Kulcynski2-BC;Barinel-BC;Arithmetic Mean-BC;Mountford-BC;Zoltar-BC;Ochiai-BC;Phi-BC;Op2-BC;Russel Rao-BC;Baroni-Urbani & Buser-BC;Pierce-BC;Ochiai2-BC;Rogers & Tanimoto-BC;DStar-BC;Tarantula-BC
OCL4;0.5555555555555556;0.4444444444444444;0.2222222222222222;0.1111111111111111;0.4444444444444444;0.5555555555555556;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.4444444444444444;0.1111111111111111;0.1111111111111111;0.3333333333333333;0.3333333333333333;0.5555555555555556;0.2222222222222222;0.1111111111111111;0.4444444444444444
OCL5;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.7777777777777778;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111

WORST CASE;Cohen-WC;Braun-Banquet-WC;Simple Matching-WC;Kulcynski2-WC;Barinel-WC;Arithmetic Mean-WC;Mountford-WC;Zoltar-WC;Ochiai-WC;Phi-WC;Op2-WC;Russel Rao-WC;Baroni-Urbani & Buser-WC;Pierce-WC;Ochiai2-WC;Rogers & Tanimoto-WC;DStar-WC;Tarantula-WC
OCL4;0.5555555555555556;0.4444444444444444;0.3333333333333333;0.1111111111111111;0.4444444444444444;0.5555555555555556;0.2222222222222222;0.1111111111111111;0.1111111111111111;0.4444444444444444;0.1111111111111111;0.2222222222222222;0.3333333333333333;0.3333333333333333;0.5555555555555556;0.3333333333333333;0.1111111111111111;0.4444444444444444
OCL5;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.3333333333333333;0.1111111111111111;1.0;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111

AVG CASE;Cohen-AVG;Braun-Banquet-AVG;Simple Matching-AVG;Kulcynski2-AVG;Barinel-AVG;Arithmetic Mean-AVG;Mountford-AVG;Zoltar-AVG;Ochiai-AVG;Phi-AVG;Op2-AVG;Russel Rao-AVG;Baroni-Urbani & Buser-AVG;Pierce-AVG;Ochiai2-AVG;Rogers & Tanimoto-AVG;DStar-AVG;Tarantula-AVG
OCL4;0.5555555555555556;0.4444444444444444;0.2777777777777778;0.1111111111111111;0.4444444444444444;0.5555555555555556;0.16666666666666666;0.1111111111111111;0.1111111111111111;0.4444444444444444;0.1111111111111111;0.16666666666666666;0.3333333333333333;0.3333333333333333;0.5555555555555556;0.2777777777777778;0.1111111111111111;0.4444444444444444
OCL5;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.2222222222222222;0.1111111111111111;0.8888888888888888;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111
