CC
0;0;0;0.21428571428571427;0;0;0;0;0.35714285714285715;0;0;0;0;0;0;0;0;0;0;0.21428571428571427;0;0;0;0;0;0;0;0;0.21428571428571427;0;0.2653061224489796;0.21428571428571427;0;0;0;0;0;0.21428571428571427;0.2857142857142857;
0;0;0;0;0;0;0;0;0.5;0.75;0;0;0;0.5;0.25;0;0.2857142857142857;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0;0;0;0.25;0;0;0;
1.0;0.4;0;0.4;0.4;0;0;0;0;0.4;0.4;0.4;0;0;0.2;0;0;0;0;0.4;0;0;0;0;0;0;0;0;0.4;0;0;0.4;0;0;0;0.2;0;0;0.4;


RC
0;0;0;0.42857142857142855;0;0;0;0;0.29411764705882354;0;0;0;0;0;0;0;0;0;0;0.42857142857142855;0;0;0;0;0;0;0;0;0.42857142857142855;0;0.16149068322981366;0.21428571428571427;0;0;0;0;0;0.42857142857142855;0.4444444444444444;
0;0;0;0;0;0;0;0;0.11764705882352941;0.5;0;0;0;0.11764705882352941;0.2;0;0.19047619047619047;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.14285714285714285;0;0;0;0.2;0;0;0;
0.22727272727272727;0.14285714285714285;0;0.2857142857142857;0.14285714285714285;0;0;0;0;0.3333333333333333;0.13333333333333333;0.14285714285714285;0;0;0.2;0;0;0;0;0.2857142857142857;0;0;0;0;0;0;0;0;0.2857142857142857;0;0;0.14285714285714285;0;0;0;0.2;0;0;0.2222222222222222;


RCR
0;0;0;0.16666666666666666;0;0;0;0;0.19230769230769232;0;0;0;0;0;0;0;0;0;0;0.16666666666666666;0;0;0;0;0;0;0;0;0.16666666666666666;0;0.10612244897959185;0.12;0;0;0;0;0;0.16666666666666666;0.21052631578947367;
0;0;0;0;0;0;0;0;0.10526315789473684;0.42857142857142855;0;0;0;0.1;0.1111111111111111;0;0.11428571428571428;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.125;0;0;0;0.1111111111111111;0;0;0;
0.22727272727272727;0.10526315789473684;0;0.16666666666666666;0.10526315789473684;0;0;0;0;0.2;0.1;0.10526315789473684;0;0;0.1;0;0;0;0;0.16666666666666666;0;0;0;0;0;0;0;0;0.16666666666666666;0;0;0.1111111111111111;0;0;0;0.1;0;0;0.14285714285714285;
